Timestamp,ID,X,Y,Z,Dist_From_Center
01:45:57.740,drone_1,-2185.0000,-2185.0000,150.0000,3093.6952
01:45:57.790,drone_1,-2180.0000,-2180.0000,150.0000,3086.6325
01:45:57.841,drone_1,-2175.0000,-2175.0000,150.0000,3079.5698
01:45:57.891,drone_1,-2170.0000,-2170.0000,150.0000,3072.5071
01:45:57.941,drone_1,-2165.0000,-2165.0000,150.0000,3065.4445
01:45:57.991,drone_1,-2160.0000,-2160.0000,150.0000,3058.3819
01:45:58.041,drone_1,-2155.0000,-2155.0000,150.0000,3051.3194
01:45:58.092,drone_1,-2150.0000,-2150.0000,150.0000,3044.2569
01:45:58.142,drone_1,-2145.0000,-2145.0000,150.0000,3037.1944
01:45:58.192,drone_1,-2140.0000,-2140.0000,150.0000,3030.1320
01:45:58.242,drone_1,-2135.0000,-2135.0000,150.0000,3023.0696
01:45:58.292,drone_1,-2130.0000,-2130.0000,150.0000,3016.0073
01:45:58.343,drone_1,-2125.0000,-2125.0000,150.0000,3008.9450
01:45:58.393,drone_1,-2120.0000,-2120.0000,150.0000,3001.8827
01:45:58.443,drone_1,-2115.0000,-2115.0000,150.0000,2994.8205
01:45:58.493,drone_1,-2110.0000,-2110.0000,150.0000,2987.7584
01:45:58.544,drone_1,-2105.0000,-2105.0000,150.0000,2980.6962
01:45:58.594,drone_1,-2100.0000,-2100.0000,150.0000,2973.6341
01:45:58.644,drone_1,-2095.0000,-2095.0000,150.0000,2966.5721
01:45:58.694,drone_1,-2090.0000,-2090.0000,150.0000,2959.5101
01:45:58.745,drone_1,-2085.0000,-2085.0000,150.0000,2952.4481
01:45:58.795,drone_1,-2080.0000,-2080.0000,150.0000,2945.3862
01:45:58.845,drone_1,-2075.0000,-2075.0000,150.0000,2938.3244
01:45:58.895,drone_1,-2070.0000,-2070.0000,150.0000,2931.2625
